ResearcherName,FieldOfResearch,TopicName,Percentage
Andhika Estiyono,Engineering,Electric Car,100.0
Andhika Estiyono,Engineering,Engineering,50.0
Andhika Estiyono,Engineering,Ergonomics,50.0
Andhika Estiyono,Engineering,Internal Combustion Engine,50.0
Andhika Estiyono,Engineering,Lithium Ion Battery,25.0
Andhika Estiyono,Engineering,Front Wheel,25.0
Andhika Estiyono,Engineering,Passenger Cars,25.0
Andhika Estiyono,Engineering,Design Result,25.0
Andhika Estiyono,Engineering,Wheelbase,25.0
Andhika Estiyono,Engineering,Headlamp,25.0
Andhika Estiyono,Engineering,Part Design,25.0
Andhika Estiyono,Engineering,Energy Crisis,25.0
Andhika Estiyono,Engineering,Electrical Technology,25.0
Andhika Estiyono,Engineering,Fuel Energy,25.0
Andhika Estiyono,Engineering,Body Part,25.0
Andhika Estiyono,Engineering,Electric Motor,25.0
Andhika Estiyono,Engineering,Scale Model,25.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Pollution,100.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Conditioning,91.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Filter,91.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Conditioning System,91.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Frame,60.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Energy Engineering,55.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Ergonomics,50.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Apartment Building,44.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Coefficient of Performance,43.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Airflow Pattern,41.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Road,40.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Building Unit,37.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Prototype,35.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Static Loading,34.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Bicycle Frame,34.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computer Simulation,34.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Thermal Comfort,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Design Alternative,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Thermal Simulation,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Operational Cost,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Design Method,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Pressure Drop,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Building Construction,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Drive System,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Cooling Load,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computational Fluid Dynamics,24.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Design Engineering,20.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Finite Element Simulation,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Velocity,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Effective Solution,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Minimum Standard,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Design Process,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Technological Development,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Exhaust Gas,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Pipe Diameter,11.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Input Value,11.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Measurement,11.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Product Design,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Engineering Analysis,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computer Aided Engineering,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Patent Right,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Problem Statement,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computer Aided Manufacturing,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Finite Element Analysis,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Construction Engineering,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computer Aided Design,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Building Industry,9.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Energy Conservation,9.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Flow Pattern,9.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Flow,
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,dataFT KBD.xlsx,
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Product design techniques,
Ari Dwi Krisbianto, S.T., M.Ds.,Engineering,Frame,100.0
"Nanik Suciati, Prof., Dr. Eng., S.Kom., M.Kom.",Rekayasa,dataFT EIC.xlsx,
"Nanik Suciati, Prof., Dr. Eng., S.Kom., M.Kom.",Rekayasa,Informatics Department,
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Supporting vector machine,100.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Case study,62.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Linear equation,62.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Dynamic programming,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Modeling and simulation,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,queue system,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Response time,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Hyperspectral image,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Training data,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Recurrent nerve networks,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Representation component,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,A kernel function,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Image segmentation,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Hybrid algorithm,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Digital signature,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Performance comparison,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Detection method,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Image classification,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Web service,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Methods of ensemble,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Increase the algorithm,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Series Prediction,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Artificial neural networks,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Artificial intelligence,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Source code,37.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Parameter free,33.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Gradient derivative,33.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Processing time,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Memory allocation,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Performance test,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Efficient implementation,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Supporting vector regression,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Characteristic function,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Matrix multiplication,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Deterministic approach,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Time series data,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Feature extraction,21.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Decision,20.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Combinatory problems,16.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Programming method,16.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Time complexity,16.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Discrete logarithm,16.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Random Decision Forest,16.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Safety Analysis,16.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Good performance,16.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Feature selection,16.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Decision tree,16.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Supporting vector machine,16.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Jarak bhattatacharyya,16.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Polynomial time,16.0
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,dataFT EIC.xlsx,
"Rully Sulaiman, S.Kom., M.Kom.",Ilmu Komputer,Informatics Department,
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Linear equation,100.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Supporting vector machine,100.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Features transformation,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Electronic document identification system,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Dynamic programming,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Two dimensions,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Real life,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Artificial neural networks,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Spectral tape,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Hyperspectral image,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Image classification,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Parameter free,33.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Matrix multiplication,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,The introduction of a picture,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Separate set,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Efficient implementation,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Big value,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Characteristic function,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Polynomial time,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Computing technique,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Submasalam,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Dynamic programming method,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Subway,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,The main purpose,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Memory allocation,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Performance test,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Gradient derivative,14.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Introduction problem,12.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Introduction to optical characters,12.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Noisy picture,12.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Consumption process,12.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Genetic algorithm,12.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Feature extraction,12.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Gray level,8.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Fusion technique,8.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Lighting conditions,8.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Image scale,8.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Optimal conditions,8.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Learn to the quantization of vectors,8.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Long distance sensor,7.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Good performance,7.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Similarity,7.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Proposed method,7.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Joint information,7.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Jarak bhattatacharyya,7.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Computer vision,5.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Histogram,5.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Test results,5.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Image processing,5.0
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Prasegmentasi,
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,dataFT EIC.xlsx,
"Rully Sulaiman, S.Kom., M.Kom.",Rekayasa,Informatics Department,
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Linear equation system,60.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Time series forecasting,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Nerve network,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Detection method,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Probability theory,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Step Method,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Response time,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Parameter free,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Time series predictions,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Computer simulation,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Partition problem,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Periodic function,50.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Average time,35.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Supporting vector machine,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Discrete logarithm,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Real time series,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Time series data,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Submasalam,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Data structure,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Integration,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Separate set,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Polynomial time,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Combinatory problems,25.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Integral,12.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Standard deviation,12.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Matrix multiplication,12.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Average arithmetic,12.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Model testing,12.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Heuristic approach,10.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Real life,10.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Heuristic method,10.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Queue system,8.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Difference,8.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Polynomial regression,8.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Total time,8.0
"Rully Sulaiman, S.Kom., M.Kom.",Matematika,Linear regression analysis,8.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Business process,100.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Feature extraction,33.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Supporting vector machine,31.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Process model,30.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Business process model,27.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Company resource planning,27.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Workflow pattern,27.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,MPEG,727.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Petri net,27.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Experimental results,26.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Grouping of K-Means,20.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Supporting vectors,19.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Dependency graph,18.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Indonesian: Android,16.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Deep nerve tissue,15.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Information Systems,15.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Grouping method,15.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Increased gradient,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Filtering method,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Close relationship,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Face recognition,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Noise ratio to signal,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Introduction of signature,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Feature vector,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Analytical hierarchy process,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Algorithm graphics,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Structural equality,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Subjaringan,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Grouping of K-Means,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Detection of fraud,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Workflow management system,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Digital signature,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Control flow,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Average square root error,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Steganography,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Process fragment,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Process discovery,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Reference data,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Color correction,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Document format,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Supporting vector machine,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,spatial index,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Selection system,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Adaptive filter,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Outlier detection,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Linear discriminant analysis,11.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Classification method,11.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Wavelet transformation,11.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Data type,10.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Equality value,9.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,dataFT EIC.xlsx,
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Ilmu Komputer,Informatics Department,
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Experimental results,42.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Genetic algorithm,27.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Discrete Fourier Transformation,27.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Feature extraction,26.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Deep nerve tissue,23.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Supporting vector machine,22.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Data Outlier,21.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Classification method,21.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Filtering,20.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Learning system,20.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Electronic nose,20.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Outlier detection,16.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Adaptive filter,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Similarity,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Data signal,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Audio features,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,MPEG,713.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Face picture,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Spectigram,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Flow time,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Scheduling parameters,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Statistical features,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Signal ratio to noise,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Human beings,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Missed detection,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Classification performance,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Noise level,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Estimated distance,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,File format,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Leaf area index,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Flow distribution,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Similarity index,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Structural equality,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Average-square error,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Detection of defects,13.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Component analysis,9.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Main component,9.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Random forest,8.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Cellular communication,6.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Test results,6.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Petri nets model,6.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Process system,6.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Change process,6.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Biometric recognition,6.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Medan Communication Close,6.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,The weight of the filter,6.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Noise filtering,6.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Processing time,6.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Flow work,6.0
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,Variation coefficient,
"Dwi Sunaryono, Dr., S.Kom., M.Kom.",Rekayasa,dataFT EIC.xlsx,
